capability_id,source_kind,page,section,action,triggered_api,expected_result,target_feature_id,disposition,capability_status,legacy_implementation,legacy_verification,implementation_evidence,verification_evidence,domain_owner,canonical_method,canonical_path,canonical_operation_id,actor_scope,security_refs,protocol_refs,external_effect_status,migration_refs,source_evidence,notes,contract_status,domain_status,api_status,pg_status,migration_status,effect_status,shadow_status,deployment_status,resource_ref,action_ref,canonical_actor_scope,main_sha,contract_evidence_ref,domain_evidence_ref,api_evidence_ref,pg_evidence_ref,migration_evidence_ref,effect_evidence_ref,shadow_evidence_ref,deployment_evidence_ref
LEGACY-S05-055,FEATURE_MATRIX,/admin/config/releases/{release_id},配置发布,校验,POST /admin/config/releases/{release_id}/validate,成功302回detail并附validated=1,UNMAPPED,BACKEND_REQUIRED,UNMAPPED,IMPLEMENTED,SYNTHETIC_PASS,pr=https://github.com/qianlan33333-png/AI-CRM-v2/pull/227;sha=d8ff6ff5459473babe7433b1c1f9cf959e6a3e4e;tests=cmd/aicrm/legacy_admin_ops_test.go+cmd/aicrm/legacy_admin_ops_app_settings_resource_test.go+acceptance/adminops/control_plane_integration_test.go;paths=cmd/aicrm/legacy_admin_ops.go+internal/adminops/app/service.go+internal/adminops/store/repository.go,method=focused_router_service_and_PG16;command=go test ./cmd/aicrm ./internal/adminops/app ./acceptance/adminops && make feature-matrix-contract,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,UNMAPPED,docs/feature-matrix.csv:LEGACY-S05-055,"Matrix is source evidence, not V2 completion evidence.",UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,/admin/config/releases/{release_id},校验,UNMAPPED,d3a66948195ed7671442bf127a0ebedb5c8beb75,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED
LEGACY-S05-056,FEATURE_MATRIX,/admin/config/releases/{release_id},配置发布,发布,POST /admin/config/releases/{release_id}/publish,按checksum发布成功后302到列表并附published=1,UNMAPPED,BACKEND_REQUIRED,UNMAPPED,IMPLEMENTED,SYNTHETIC_PASS,pr=https://github.com/qianlan33333-png/AI-CRM-v2/pull/227;sha=d8ff6ff5459473babe7433b1c1f9cf959e6a3e4e;tests=cmd/aicrm/legacy_admin_ops_test.go+cmd/aicrm/legacy_admin_ops_app_settings_resource_test.go+acceptance/adminops/control_plane_integration_test.go;paths=cmd/aicrm/legacy_admin_ops.go+internal/adminops/app/service.go+internal/adminops/store/repository.go,method=focused_router_service_and_PG16;command=go test ./cmd/aicrm ./internal/adminops/app ./acceptance/adminops && make feature-matrix-contract,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,UNMAPPED,docs/feature-matrix.csv:LEGACY-S05-056,"Matrix is source evidence, not V2 completion evidence.",UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,/admin/config/releases/{release_id},发布,UNMAPPED,d3a66948195ed7671442bf127a0ebedb5c8beb75,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED
LEGACY-S05-057,FEATURE_MATRIX,/admin/config/releases/{release_id},配置发布,回滚,POST /admin/config/releases/{release_id}/rollback,成功创建回滚结果并302到列表附rolled_back=1,UNMAPPED,BACKEND_REQUIRED,UNMAPPED,IMPLEMENTED,SYNTHETIC_PASS,pr=https://github.com/qianlan33333-png/AI-CRM-v2/pull/227;sha=d8ff6ff5459473babe7433b1c1f9cf959e6a3e4e;tests=cmd/aicrm/legacy_admin_ops_test.go+cmd/aicrm/legacy_admin_ops_app_settings_resource_test.go+acceptance/adminops/control_plane_integration_test.go;paths=cmd/aicrm/legacy_admin_ops.go+internal/adminops/app/service.go+internal/adminops/store/repository.go,method=focused_router_service_and_PG16;command=go test ./cmd/aicrm ./internal/adminops/app ./acceptance/adminops && make feature-matrix-contract,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,UNMAPPED,docs/feature-matrix.csv:LEGACY-S05-057,"Matrix is source evidence, not V2 completion evidence.",UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,/admin/config/releases/{release_id},回滚,UNMAPPED,d3a66948195ed7671442bf127a0ebedb5c8beb75,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED
LEGACY-S05-058,FEATURE_MATRIX,/admin/runtime-config,运行配置快照,查看,GET /admin/runtime-config,服务端渲染数据库模式、release、callback、OAuth、企微和支付预检状态,UNMAPPED,BACKEND_REQUIRED,UNMAPPED,IMPLEMENTED,SYNTHETIC_PASS,pr=https://github.com/qianlan33333-png/AI-CRM-v2/pull/284;merge_sha=3e7f0e43844477918a8098753f7f2b94d8587208;tests=cmd/aicrm/legacy_runtime_config_test.go;paths=cmd/aicrm/api.go+cmd/aicrm/legacy_api.go+cmd/aicrm/legacy_admin_ops.go;scope=V2_local_declaration_six_rows_only_no_provider_database_network_or_secret_read;status=exact_main_closed,method=PR284_merged_exact_main_and_CI;command=ci_merge-gate;ci_run=32218594379;external=NOT_EXECUTED;deployment=NOT_EXECUTED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,UNMAPPED,docs/feature-matrix.csv:LEGACY-S05-058,"Matrix is source evidence, not V2 completion evidence.",UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,/admin/runtime-config,查看,UNMAPPED,d3a66948195ed7671442bf127a0ebedb5c8beb75,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED
LEGACY-S05-059,FEATURE_MATRIX,/admin/api-docs,API文档,搜索和复制,GET /admin/api-docs,服务端基于request.app.routes生成文档；搜索和复制均在浏览器本地完成,UNMAPPED,BACKEND_REQUIRED,UNMAPPED,IMPLEMENTED,SYNTHETIC_PASS,"candidate=codex/p4-api-docs-0003-0033-r2-d81ba86-20260818;paths=api/openapi.yaml,api/embed.go,cmd/aicrm/api.go,cmd/aicrm/legacy_api_docs.go,cmd/aicrm/templates/legacy_api_docs.html;tests=cmd/aicrm/legacy_api_docs_test.go,cmd/aicrm/api_test.go;browser_smoke=cmd/aicrm/testdata/api_docs_browser_smoke.mjs;decision=P4-API-DOCS-0003-0033-R2-2026-08-18;head=c1370ef1115e88f5ac9fb82c8aa808283402d671;pr=https://github.com/qianlan33333-png/AI-CRM-v2/pull/248;merge_sha=98ab41477cfa266114c170031d6c42c9c83ba980;status=exact_main_closed",method=local_synthetic_plus_protected_main_gate;command=go test -race -count=1 -timeout=240s ./cmd/aicrm and node cmd/aicrm/testdata/api_docs_browser_smoke.mjs and ci / merge-gate;ci_run=32125106786;staging=NOT_EXECUTED;production=NOT_EXECUTED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,UNMAPPED,docs/feature-matrix.csv:LEGACY-S05-059,"Matrix is source evidence, not V2 completion evidence.",UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,/admin/api-docs,搜索和复制,UNMAPPED,d3a66948195ed7671442bf127a0ebedb5c8beb75,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED
LEGACY-S05-060,FEATURE_MATRIX,/admin/config/checklist,配置检查清单,跳转设置或配置向导,无,服务端渲染checklist并提供导航链接,UNMAPPED,BACKEND_REQUIRED,UNMAPPED,IMPLEMENTED,SYNTHETIC_PASS,pr=https://github.com/qianlan33333-png/AI-CRM-v2/pull/287;merge_sha=2b40a5abc66c27a417ac81bb366598f9bd7cfe3e;paths=cmd/aicrm/api.go+cmd/aicrm/legacy_config_checklist.go;tests=cmd/aicrm/legacy_config_checklist_test.go;scope=V2_local_12_item_configuration_checklist_key_and_configured_missing_only_no_value_secret_audit_or_internal_source,method=local_synthetic_plus_protected_main_gate;command=focused_and_full_cmd_aicrm_race+cmd_aicrm_vet_build+generate_P1_Matrix_repo_contract_staged_gitleaks_diff_check;ci_run=32220472117;external=NOT_EXECUTED;deployment=NOT_EXECUTED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,UNMAPPED,docs/feature-matrix.csv:LEGACY-S05-060,"Matrix is source evidence, not V2 completion evidence.",UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,/admin/config/checklist,跳转设置或配置向导,UNMAPPED,d3a66948195ed7671442bf127a0ebedb5c8beb75,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED
LEGACY-S05-061,FEATURE_MATRIX,/setup/wizard,配置向导,保存,POST /setup/wizard/save,保存后在同一模板渲染validation_errors和save_success,UNMAPPED,BACKEND_REQUIRED,UNMAPPED,IN_PROGRESS,NOT_RUN,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,UNMAPPED,docs/feature-matrix.csv:LEGACY-S05-061,"Matrix is source evidence, not V2 completion evidence.",UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,/setup/wizard,保存,UNMAPPED,d3a66948195ed7671442bf127a0ebedb5c8beb75,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED
LEGACY-S05-062,FEATURE_MATRIX,API-only,OAuth token,client credentials换取token,POST /oauth/token,成功返回access_token、token_type、expires_in、scope并设置no-store,UNMAPPED,BACKEND_REQUIRED,UNMAPPED,NOT_STARTED,NOT_RUN,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,UNMAPPED,docs/feature-matrix.csv:LEGACY-S05-062,"Matrix is source evidence, not V2 completion evidence.",UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,API-only,client credentials换取token,UNMAPPED,d3a66948195ed7671442bf127a0ebedb5c8beb75,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED
LEGACY-S05-063,FEATURE_MATRIX,API-only,Admin jobs,读取summary或执行run和ack,GET /api/admin/jobs/*;POST /api/admin/jobs/archive-sync/run;POST /api/admin/jobs/message-batches/{batch_id}/ack,读取返回结构化jobs投影；写操作返回执行结果,UNMAPPED,BACKEND_REQUIRED,UNMAPPED,IMPLEMENTED,SYNTHETIC_PASS,pr=https://github.com/qianlan33333-png/AI-CRM-v2/pull/227;sha=d8ff6ff5459473babe7433b1c1f9cf959e6a3e4e;tests=cmd/aicrm/legacy_admin_ops_test.go+cmd/aicrm/legacy_admin_ops_app_settings_resource_test.go+acceptance/adminops/control_plane_integration_test.go;paths=cmd/aicrm/legacy_admin_ops.go+internal/adminops/app/service.go+internal/adminops/store/repository.go,method=focused_router_service_and_PG16;command=go test ./cmd/aicrm ./internal/adminops/app ./acceptance/adminops && make feature-matrix-contract,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,UNMAPPED,docs/feature-matrix.csv:LEGACY-S05-063,"Matrix is source evidence, not V2 completion evidence.",UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,API-only,读取summary或执行run和ack,UNMAPPED,d3a66948195ed7671442bf127a0ebedb5c8beb75,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED
LEGACY-S05-064,FEATURE_MATRIX,API-only,Broadcast jobs,异步校验或小时报告,POST /api/admin/broadcast-jobs/notification-settings/feishu/validate;POST /api/admin/broadcast-jobs/feishu-hourly-report/run,Feishu校验成功返回HTTP 202；小时报告仅在status为queued或sent时ok=true,UNMAPPED,BACKEND_REQUIRED,UNMAPPED,IMPLEMENTED,SYNTHETIC_PASS,pr=https://github.com/qianlan33333-png/AI-CRM-v2/pull/227;sha=d8ff6ff5459473babe7433b1c1f9cf959e6a3e4e;tests=cmd/aicrm/legacy_admin_ops_test.go+cmd/aicrm/legacy_admin_ops_app_settings_resource_test.go+acceptance/adminops/control_plane_integration_test.go;paths=cmd/aicrm/legacy_admin_ops.go+internal/adminops/app/service.go+internal/adminops/store/repository.go,method=focused_router_service_and_PG16;command=go test ./cmd/aicrm ./internal/adminops/app ./acceptance/adminops && make feature-matrix-contract,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,UNMAPPED,docs/feature-matrix.csv:LEGACY-S05-064,"Matrix is source evidence, not V2 completion evidence.",UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,API-only,异步校验或小时报告,UNMAPPED,d3a66948195ed7671442bf127a0ebedb5c8beb75,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED
LEGACY-S05-065,FEATURE_MATRIX,API-only,订单身份修复,调用已退休route,POST /api/admin/jobs/order-identity-repair/run,固定返回HTTP 410、retired=true和replacement=current_order_customer_identity_projection,UNMAPPED,BACKEND_REQUIRED,UNMAPPED,IMPLEMENTED,SYNTHETIC_PASS,pr=https://github.com/qianlan33333-png/AI-CRM-v2/pull/227;sha=d8ff6ff5459473babe7433b1c1f9cf959e6a3e4e;tests=cmd/aicrm/legacy_admin_ops_test.go+cmd/aicrm/legacy_admin_ops_app_settings_resource_test.go+acceptance/adminops/control_plane_integration_test.go;paths=cmd/aicrm/legacy_admin_ops.go+internal/adminops/app/service.go+internal/adminops/store/repository.go,method=focused_router_service_and_PG16;command=go test ./cmd/aicrm ./internal/adminops/app ./acceptance/adminops && make feature-matrix-contract,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,UNMAPPED,docs/feature-matrix.csv:LEGACY-S05-065,"Matrix is source evidence, not V2 completion evidence.",UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,API-only,调用已退休route,UNMAPPED,d3a66948195ed7671442bf127a0ebedb5c8beb75,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED
LEGACY-S05-066,FEATURE_MATRIX,API-only,旧配置API,调用routing、signup-tags或class-term-tags接口,GET|POST /api/admin/config/routing*;GET|POST /api/admin/config/signup-tags;GET|POST /api/admin/config/class-term-tags,源码固定抛出HTTP 404并在detail中声明对应API retired,UNMAPPED,BACKEND_REQUIRED,UNMAPPED,IMPLEMENTED,SYNTHETIC_PASS,pr=https://github.com/qianlan33333-png/AI-CRM-v2/pull/227;sha=d8ff6ff5459473babe7433b1c1f9cf959e6a3e4e;tests=cmd/aicrm/legacy_admin_ops_test.go+cmd/aicrm/legacy_admin_ops_app_settings_resource_test.go+acceptance/adminops/control_plane_integration_test.go;paths=cmd/aicrm/legacy_admin_ops.go+internal/adminops/app/service.go+internal/adminops/store/repository.go,method=focused_router_service_and_PG16;command=go test ./cmd/aicrm ./internal/adminops/app ./acceptance/adminops && make feature-matrix-contract,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,UNMAPPED,docs/feature-matrix.csv:LEGACY-S05-066,"Matrix is source evidence, not V2 completion evidence.",UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,API-only,调用routing、signup-tags或class-term-tags接口,UNMAPPED,d3a66948195ed7671442bf127a0ebedb5c8beb75,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED
LEGACY-S06-001,FEATURE_MATRIX,/admin/channels,渠道列表,加载渠道、统计指标与本地关键词过滤,GET /api/admin/channels?limit=300,渲染渠道列表、总数、链接数和进入人数；关键词仅过滤已加载行,UNMAPPED,BACKEND_REQUIRED,UNMAPPED,IMPLEMENTED,SYNTHETIC_PASS,sha=edf1d85387a5646efad12d4dfd93eaf4a6ee24c6;pr=https://github.com/qianlan33333-png/AI-CRM-v2/pull/213;tests=legacy_channel_list_create_get_update_session_csrf_rbac_and_real_PG_UoW;paths=cmd/aicrm/legacy_channel_api_test.go+internal/contact,method=focused_normal_boundary_error_and_PG16;command=make_p4-c01-channel-acceptance,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,UNMAPPED,docs/feature-matrix.csv:LEGACY-S06-001,"Matrix is source evidence, not V2 completion evidence.",UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,/admin/channels,加载渠道、统计指标与本地关键词过滤,UNMAPPED,d3a66948195ed7671442bf127a0ebedb5c8beb75,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED
LEGACY-S06-002,FEATURE_MATRIX,/admin/channels,渠道用户抽屉,打开单个渠道的近期进入用户,GET /api/admin/channels/{channel_id}/contacts?limit=20,在抽屉展示客户名称和进入次数，失败时显示空列表,UNMAPPED,BACKEND_REQUIRED,UNMAPPED,NOT_STARTED,NOT_RUN,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,UNMAPPED,docs/feature-matrix.csv:LEGACY-S06-002,"Matrix is source evidence, not V2 completion evidence.",UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,/admin/channels,打开单个渠道的近期进入用户,UNMAPPED,d3a66948195ed7671442bf127a0ebedb5c8beb75,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED
LEGACY-S06-003,FEATURE_MATRIX,/admin/channels,渠道状态,启用、下架或归档渠道,PATCH /api/admin/channels/{channel_id},更新渠道资源状态并原地刷新或移除列表行,UNMAPPED,BACKEND_REQUIRED,UNMAPPED,IMPLEMENTED,SYNTHETIC_PASS,sha=edf1d85387a5646efad12d4dfd93eaf4a6ee24c6;pr=https://github.com/qianlan33333-png/AI-CRM-v2/pull/213;tests=legacy_channel_list_create_get_update_session_csrf_rbac_and_real_PG_UoW;paths=cmd/aicrm/legacy_channel_api_test.go+internal/contact,method=focused_normal_boundary_error_and_PG16;command=make_p4-c01-channel-acceptance,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,UNMAPPED,docs/feature-matrix.csv:LEGACY-S06-003,"Matrix is source evidence, not V2 completion evidence.",UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,/admin/channels,启用、下架或归档渠道,UNMAPPED,d3a66948195ed7671442bf127a0ebedb5c8beb75,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED
LEGACY-S06-004,FEATURE_MATRIX,/admin/channels,二维码,生成或下载渠道二维码,POST /api/admin/channels/{channel_id}/qrcode/generate; GET /api/admin/channels/{channel_id}/qrcode/download,生成请求成功后刷新页面；可下载资源由服务端图片客户端拉取并转为 JPEG,UNMAPPED,BACKEND_REQUIRED,UNMAPPED,NOT_STARTED,NOT_RUN,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,UNMAPPED,docs/feature-matrix.csv:LEGACY-S06-004,"Matrix is source evidence, not V2 completion evidence.",UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,/admin/channels,生成或下载渠道二维码,UNMAPPED,d3a66948195ed7671442bf127a0ebedb5c8beb75,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED
LEGACY-S06-005,FEATURE_MATRIX,/admin/channels,获客链接,复制或系统分享已保存链接,无,复制 copy_text/share_url/final_url/link_url 到本地剪贴板或调用浏览器分享,UNMAPPED,BACKEND_REQUIRED,UNMAPPED,NOT_STARTED,NOT_RUN,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,UNMAPPED,docs/feature-matrix.csv:LEGACY-S06-005,"Matrix is source evidence, not V2 completion evidence.",UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,/admin/channels,复制或系统分享已保存链接,UNMAPPED,d3a66948195ed7671442bf127a0ebedb5c8beb75,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED
LEGACY-S06-006,FEATURE_MATRIX,/admin/channels/new 与 /admin/channels/{channel_id}/edit,渠道表单,进入新建或编辑页面,GET /admin/channels/new; GET /admin/channels/{channel_id}/edit,渲染渠道表单；缺失渠道渲染 404 placeholder,UNMAPPED,BACKEND_REQUIRED,UNMAPPED,NOT_STARTED,NOT_RUN,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,UNMAPPED,docs/feature-matrix.csv:LEGACY-S06-006,"Matrix is source evidence, not V2 completion evidence.",UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,/admin/channels/new 与 /admin/channels/{channel_id}/edit,进入新建或编辑页面,UNMAPPED,d3a66948195ed7671442bf127a0ebedb5c8beb75,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED
LEGACY-S06-007,FEATURE_MATRIX,/admin/channels/new 与 /admin/channels/{channel_id}/edit,载体配置,切换普通二维码或企微获客链接并生成本地 final_url 预览,无,显示对应字段，并根据 link_url 与 customer_channel 本地计算 final_url,UNMAPPED,BACKEND_REQUIRED,UNMAPPED,NOT_STARTED,NOT_RUN,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,UNMAPPED,docs/feature-matrix.csv:LEGACY-S06-007,"Matrix is source evidence, not V2 completion evidence.",UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,/admin/channels/new 与 /admin/channels/{channel_id}/edit,切换普通二维码或企微获客链接并生成本地 final_url 预览,UNMAPPED,d3a66948195ed7671442bf127a0ebedb5c8beb75,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED
LEGACY-S06-008,FEATURE_MATRIX,/admin/channels/new 与 /admin/channels/{channel_id}/edit,客服分配,读取或刷新企微客服，并维护比例或 24 小时上限,GET /api/admin/common/operation-members?scope=channel_code&page_size=100; POST /api/admin/common/operation-members/sync; POST /api/admin/channels; PATCH /api/admin/channels/{channel_id},选择器读取人员；用户主动刷新时调用同步；表单仅在至少一名客服、最多五名、比例合计 100 或各上限有效时组装 assignment payload,UNMAPPED,BACKEND_REQUIRED,UNMAPPED,NOT_STARTED,NOT_RUN,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,UNMAPPED,docs/feature-matrix.csv:LEGACY-S06-008,"Matrix is source evidence, not V2 completion evidence.",UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,/admin/channels/new 与 /admin/channels/{channel_id}/edit,读取或刷新企微客服，并维护比例或 24 小时上限,UNMAPPED,d3a66948195ed7671442bf127a0ebedb5c8beb75,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED
LEGACY-S06-009,FEATURE_MATRIX,/admin/channels/new 与 /admin/channels/{channel_id}/edit,欢迎语素材,编辑文本、图片、小程序、附件与进群素材,GET /api/admin/material-picker/items?type={image|miniprogram|attachment}&q={query}&enabled_only=true&limit=50&offset=0; GET /api/admin/automation-conversion/group-ops/group-picker?limit=200; POST /api/admin/automation-conversion/group-ops/group-picker/sync; POST /api/admin/group-invite-bindings/ensure; POST /api/admin/send-content/preview; POST /api/admin/send-content/validate,图片、小程序或附件打开即读取素材；进群素材先读群，needs_sync 时才同步，选中群时才 ensure；内容包按素材上限规范化并写回表单,UNMAPPED,BACKEND_REQUIRED,UNMAPPED,NOT_STARTED,NOT_RUN,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,UNMAPPED,docs/feature-matrix.csv:LEGACY-S06-009,"Matrix is source evidence, not V2 completion evidence.",UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,/admin/channels/new 与 /admin/channels/{channel_id}/edit,编辑文本、图片、小程序、附件与进群素材,UNMAPPED,d3a66948195ed7671442bf127a0ebedb5c8beb75,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED
