mapping_id,legacy_table,legacy_domain,source_presence,legacy_decision,replacement_disposition,target_schema_status,candidate_targets,watermark_strategy,fk_strategy,safety_rule,field_mapping_count,legacy_implementation,legacy_verification,source_evidence,migration_execution_status,notes,source_sha,source_key,import_key,transform_version,pii_ref,reject_ref,quarantine_ref,full_run_ref,incremental_run_ref,reconcile_ref,rollback_ref,run_receipt_ref,contract_status,execution_status,reconcile_status,rollback_status,receipt_status
LEGACY-T14-079,automation_laohuang_chat_job,legacy_automation,ABSENT_AT_HEAD,DEFER,DEFERRED_UNMAPPED,PENDING_TARGET_SCHEMA,UNMAPPED,PENDING_SOURCE_SCHEMA,no active target foreign key is created,"no migration action, external call, job enqueue, provider retry, or runtime activation may be produced from this candidate",0,NOT_STARTED,NOT_RUN,docs/migration-mapping.jsonl:LEGACY-T14-079,NOT_EXECUTED,"The mapping is a migration decision, not proof that data moved.",6cb989c071255437d75953dabb943318a74eb8f4,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
LEGACY-T14-080,automation_member,automation,ABSENT_AT_HEAD,DEFER,DEFERRED_UNMAPPED,NO_TARGET,UNMAPPED,PENDING_SOURCE_SCHEMA,no active target foreign key is created,"no migration action, external call, job enqueue, provider retry, or runtime activation may be produced from this candidate",0,NOT_STARTED,NOT_RUN,docs/migration-mapping.jsonl:LEGACY-T14-080,NOT_EXECUTED,"The mapping is a migration decision, not proof that data moved.",6cb989c071255437d75953dabb943318a74eb8f4,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
LEGACY-T14-081,automation_member_audience_entry,automation_legacy,ABSENT_AT_HEAD,DEFER,DEFERRED_UNMAPPED,NO_TARGET,UNMAPPED,PENDING_SOURCE_SCHEMA,no active target foreign key is created,"no migration action, external call, job enqueue, provider retry, or runtime activation may be produced from this candidate",0,NOT_STARTED,NOT_RUN,docs/migration-mapping.jsonl:LEGACY-T14-081,NOT_EXECUTED,"The mapping is a migration decision, not proof that data moved.",6cb989c071255437d75953dabb943318a74eb8f4,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
LEGACY-T14-082,automation_membership_v2,automation_legacy,ABSENT_AT_HEAD,DEFER,DEFERRED_UNMAPPED,NO_TARGET,UNMAPPED,PENDING_SOURCE_SCHEMA,no active target foreign key is created,"no migration action, external call, job enqueue, provider retry, or runtime activation may be produced from this candidate",0,NOT_STARTED,NOT_RUN,docs/migration-mapping.jsonl:LEGACY-T14-082,NOT_EXECUTED,"The mapping is a migration decision, not proof that data moved.",6cb989c071255437d75953dabb943318a74eb8f4,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
LEGACY-T14-083,automation_message_activity_sync_item,legacy_automation,ABSENT_AT_HEAD,DEFER,DEFERRED_UNMAPPED,PENDING_TARGET_SCHEMA,UNMAPPED,PENDING_SOURCE_SCHEMA,no active target foreign key is created,"no migration action, external call, job enqueue, provider retry, or runtime activation may be produced from this candidate",0,NOT_STARTED,NOT_RUN,docs/migration-mapping.jsonl:LEGACY-T14-083,NOT_EXECUTED,"The mapping is a migration decision, not proof that data moved.",6cb989c071255437d75953dabb943318a74eb8f4,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
LEGACY-T14-084,automation_message_activity_sync_run,legacy_automation,ABSENT_AT_HEAD,DEFER,DEFERRED_UNMAPPED,PENDING_TARGET_SCHEMA,UNMAPPED,PENDING_SOURCE_SCHEMA,no active target foreign key is created,"no migration action, external call, job enqueue, provider retry, or runtime activation may be produced from this candidate",0,NOT_STARTED,NOT_RUN,docs/migration-mapping.jsonl:LEGACY-T14-084,NOT_EXECUTED,"The mapping is a migration decision, not proof that data moved.",6cb989c071255437d75953dabb943318a74eb8f4,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
LEGACY-T14-085,automation_operation_task,automation_legacy,ABSENT_AT_HEAD,DEFER,DEFERRED_UNMAPPED,NO_TARGET,UNMAPPED,PENDING_SOURCE_SCHEMA,no active target foreign key is created,"no migration action, external call, job enqueue, provider retry, or runtime activation may be produced from this candidate",0,NOT_STARTED,NOT_RUN,docs/migration-mapping.jsonl:LEGACY-T14-085,NOT_EXECUTED,"The mapping is a migration decision, not proof that data moved.",6cb989c071255437d75953dabb943318a74eb8f4,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
LEGACY-T14-086,automation_operation_task_execution,legacy_automation,ABSENT_AT_HEAD,DEFER,DEFERRED_UNMAPPED,PENDING_TARGET_SCHEMA,UNMAPPED,PENDING_SOURCE_SCHEMA,no active target foreign key is created,"no migration action, external call, job enqueue, provider retry, or runtime activation may be produced from this candidate",0,NOT_STARTED,NOT_RUN,docs/migration-mapping.jsonl:LEGACY-T14-086,NOT_EXECUTED,"The mapping is a migration decision, not proof that data moved.",6cb989c071255437d75953dabb943318a74eb8f4,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
LEGACY-T14-087,automation_operation_task_execution_item,legacy_automation,ABSENT_AT_HEAD,DEFER,DEFERRED_UNMAPPED,PENDING_TARGET_SCHEMA,UNMAPPED,PENDING_SOURCE_SCHEMA,no active target foreign key is created,"no migration action, external call, job enqueue, provider retry, or runtime activation may be produced from this candidate",0,NOT_STARTED,NOT_RUN,docs/migration-mapping.jsonl:LEGACY-T14-087,NOT_EXECUTED,"The mapping is a migration decision, not proof that data moved.",6cb989c071255437d75953dabb943318a74eb8f4,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
LEGACY-T14-088,automation_operation_task_group,legacy_automation,ABSENT_AT_HEAD,DEFER,DEFERRED_UNMAPPED,PENDING_TARGET_SCHEMA,UNMAPPED,PENDING_SOURCE_SCHEMA,no active target foreign key is created,"no migration action, external call, job enqueue, provider retry, or runtime activation may be produced from this candidate",0,NOT_STARTED,NOT_RUN,docs/migration-mapping.jsonl:LEGACY-T14-088,NOT_EXECUTED,"The mapping is a migration decision, not proof that data moved.",6cb989c071255437d75953dabb943318a74eb8f4,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
LEGACY-T14-089,automation_operation_template_audit_log,legacy_automation,ABSENT_AT_HEAD,DEFER,DEFERRED_UNMAPPED,PENDING_TARGET_SCHEMA,UNMAPPED,PENDING_SOURCE_SCHEMA,no active target foreign key is created,"no migration action, external call, job enqueue, provider retry, or runtime activation may be produced from this candidate",0,NOT_STARTED,NOT_RUN,docs/migration-mapping.jsonl:LEGACY-T14-089,NOT_EXECUTED,"The mapping is a migration decision, not proof that data moved.",6cb989c071255437d75953dabb943318a74eb8f4,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
LEGACY-T14-090,automation_operation_template_idempotency,legacy_automation,ABSENT_AT_HEAD,DEFER,DEFERRED_UNMAPPED,PENDING_TARGET_SCHEMA,UNMAPPED,PENDING_SOURCE_SCHEMA,no active target foreign key is created,"no migration action, external call, job enqueue, provider retry, or runtime activation may be produced from this candidate",0,NOT_STARTED,NOT_RUN,docs/migration-mapping.jsonl:LEGACY-T14-090,NOT_EXECUTED,"The mapping is a migration decision, not proof that data moved.",6cb989c071255437d75953dabb943318a74eb8f4,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
LEGACY-T14-091,automation_operation_templates,legacy_automation,ABSENT_AT_HEAD,DEFER,DEFERRED_UNMAPPED,PENDING_TARGET_SCHEMA,UNMAPPED,PENDING_SOURCE_SCHEMA,no active target foreign key is created,"no migration action, external call, job enqueue, provider retry, or runtime activation may be produced from this candidate",0,NOT_STARTED,NOT_RUN,docs/migration-mapping.jsonl:LEGACY-T14-091,NOT_EXECUTED,"The mapping is a migration decision, not proof that data moved.",6cb989c071255437d75953dabb943318a74eb8f4,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
LEGACY-T14-092,automation_profile_segment_category,legacy_automation_profile,ABSENT_AT_HEAD,DEFER,DEFERRED_UNMAPPED,PENDING_TARGET_SCHEMA,UNMAPPED,PENDING_SOURCE_SCHEMA,no active target foreign key is created,"no migration action, external call, job enqueue, provider retry, or runtime activation may be produced from this candidate",0,NOT_STARTED,NOT_RUN,docs/migration-mapping.jsonl:LEGACY-T14-092,NOT_EXECUTED,"The mapping is a migration decision, not proof that data moved.",6cb989c071255437d75953dabb943318a74eb8f4,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
LEGACY-T14-093,automation_profile_segment_option_mapping,legacy_automation_profile,ABSENT_AT_HEAD,DEFER,DEFERRED_UNMAPPED,PENDING_TARGET_SCHEMA,UNMAPPED,PENDING_SOURCE_SCHEMA,no active target foreign key is created,"no migration action, external call, job enqueue, provider retry, or runtime activation may be produced from this candidate",0,NOT_STARTED,NOT_RUN,docs/migration-mapping.jsonl:LEGACY-T14-093,NOT_EXECUTED,"The mapping is a migration decision, not proof that data moved.",6cb989c071255437d75953dabb943318a74eb8f4,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
LEGACY-T14-094,automation_profile_segment_template,legacy_automation_profile,ABSENT_AT_HEAD,DEFER,DEFERRED_UNMAPPED,PENDING_TARGET_SCHEMA,UNMAPPED,PENDING_SOURCE_SCHEMA,no active target foreign key is created,"no migration action, external call, job enqueue, provider retry, or runtime activation may be produced from this candidate",0,NOT_STARTED,NOT_RUN,docs/migration-mapping.jsonl:LEGACY-T14-094,NOT_EXECUTED,"The mapping is a migration decision, not proof that data moved.",6cb989c071255437d75953dabb943318a74eb8f4,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
LEGACY-T14-095,automation_profile_segment_template_audit_log,legacy_automation_profile,ABSENT_AT_HEAD,DEFER,DEFERRED_UNMAPPED,PENDING_TARGET_SCHEMA,UNMAPPED,PENDING_SOURCE_SCHEMA,no active target foreign key is created,"no migration action, external call, job enqueue, provider retry, or runtime activation may be produced from this candidate",0,NOT_STARTED,NOT_RUN,docs/migration-mapping.jsonl:LEGACY-T14-095,NOT_EXECUTED,"The mapping is a migration decision, not proof that data moved.",6cb989c071255437d75953dabb943318a74eb8f4,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
LEGACY-T14-096,automation_profile_segment_template_idempotency,legacy_automation_profile,ABSENT_AT_HEAD,DEFER,DEFERRED_UNMAPPED,PENDING_TARGET_SCHEMA,UNMAPPED,PENDING_SOURCE_SCHEMA,no active target foreign key is created,"no migration action, external call, job enqueue, provider retry, or runtime activation may be produced from this candidate",0,NOT_STARTED,NOT_RUN,docs/migration-mapping.jsonl:LEGACY-T14-096,NOT_EXECUTED,"The mapping is a migration decision, not proof that data moved.",6cb989c071255437d75953dabb943318a74eb8f4,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
LEGACY-T14-097,automation_program,automation_legacy,ABSENT_AT_HEAD,DEFER,DEFERRED_UNMAPPED,NO_TARGET,UNMAPPED,PENDING_SOURCE_SCHEMA,no active target foreign key is created,"no migration action, external call, job enqueue, provider retry, or runtime activation may be produced from this candidate",0,NOT_STARTED,NOT_RUN,docs/migration-mapping.jsonl:LEGACY-T14-097,NOT_EXECUTED,"The mapping is a migration decision, not proof that data moved.",6cb989c071255437d75953dabb943318a74eb8f4,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
LEGACY-T14-098,automation_program_admission_attempt,automation_legacy,ABSENT_AT_HEAD,DEFER,DEFERRED_UNMAPPED,NO_TARGET,UNMAPPED,PENDING_SOURCE_SCHEMA,no active target foreign key is created,"no migration action, external call, job enqueue, provider retry, or runtime activation may be produced from this candidate",0,NOT_STARTED,NOT_RUN,docs/migration-mapping.jsonl:LEGACY-T14-098,NOT_EXECUTED,"The mapping is a migration decision, not proof that data moved.",6cb989c071255437d75953dabb943318a74eb8f4,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
LEGACY-T14-099,automation_program_channel_binding,automation_legacy,ABSENT_AT_HEAD,DEFER,DEFERRED_UNMAPPED,NO_TARGET,UNMAPPED,PENDING_SOURCE_SCHEMA,no active target foreign key is created,"no migration action, external call, job enqueue, provider retry, or runtime activation may be produced from this candidate",0,NOT_STARTED,NOT_RUN,docs/migration-mapping.jsonl:LEGACY-T14-099,NOT_EXECUTED,"The mapping is a migration decision, not proof that data moved.",6cb989c071255437d75953dabb943318a74eb8f4,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
LEGACY-T14-100,automation_program_config_block,automation_legacy,ABSENT_AT_HEAD,DEFER,DEFERRED_UNMAPPED,NO_TARGET,UNMAPPED,PENDING_SOURCE_SCHEMA,no active target foreign key is created,"no migration action, external call, job enqueue, provider retry, or runtime activation may be produced from this candidate",0,NOT_STARTED,NOT_RUN,docs/migration-mapping.jsonl:LEGACY-T14-100,NOT_EXECUTED,"The mapping is a migration decision, not proof that data moved.",6cb989c071255437d75953dabb943318a74eb8f4,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
LEGACY-T14-101,automation_program_member,automation_legacy,ABSENT_AT_HEAD,DEFER,DEFERRED_UNMAPPED,NO_TARGET,UNMAPPED,PENDING_SOURCE_SCHEMA,no active target foreign key is created,"no migration action, external call, job enqueue, provider retry, or runtime activation may be produced from this candidate",0,NOT_STARTED,NOT_RUN,docs/migration-mapping.jsonl:LEGACY-T14-101,NOT_EXECUTED,"The mapping is a migration decision, not proof that data moved.",6cb989c071255437d75953dabb943318a74eb8f4,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
LEGACY-T14-102,automation_program_member_stage_history,automation_legacy,ABSENT_AT_HEAD,DEFER,DEFERRED_UNMAPPED,NO_TARGET,UNMAPPED,PENDING_SOURCE_SCHEMA,no active target foreign key is created,"no migration action, external call, job enqueue, provider retry, or runtime activation may be produced from this candidate",0,NOT_STARTED,NOT_RUN,docs/migration-mapping.jsonl:LEGACY-T14-102,NOT_EXECUTED,"The mapping is a migration decision, not proof that data moved.",6cb989c071255437d75953dabb943318a74eb8f4,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
LEGACY-T14-103,automation_reply_monitor_config,legacy_automation,ABSENT_AT_HEAD,DEFER,DEFERRED_UNMAPPED,PENDING_TARGET_SCHEMA,UNMAPPED,PENDING_SOURCE_SCHEMA,no active target foreign key is created,"no migration action, external call, job enqueue, provider retry, or runtime activation may be produced from this candidate",0,NOT_STARTED,NOT_RUN,docs/migration-mapping.jsonl:LEGACY-T14-103,NOT_EXECUTED,"The mapping is a migration decision, not proof that data moved.",6cb989c071255437d75953dabb943318a74eb8f4,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
LEGACY-T14-104,automation_reply_monitor_queue,legacy_automation,ABSENT_AT_HEAD,DEFER,DEFERRED_UNMAPPED,PENDING_TARGET_SCHEMA,UNMAPPED,PENDING_SOURCE_SCHEMA,no active target foreign key is created,"no migration action, external call, job enqueue, provider retry, or runtime activation may be produced from this candidate",0,NOT_STARTED,NOT_RUN,docs/migration-mapping.jsonl:LEGACY-T14-104,NOT_EXECUTED,"The mapping is a migration decision, not proof that data moved.",6cb989c071255437d75953dabb943318a74eb8f4,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
LEGACY-T14-105,automation_sop_batch,legacy_automation,ABSENT_AT_HEAD,DEFER,DEFERRED_UNMAPPED,PENDING_TARGET_SCHEMA,UNMAPPED,PENDING_SOURCE_SCHEMA,no active target foreign key is created,"no migration action, external call, job enqueue, provider retry, or runtime activation may be produced from this candidate",0,NOT_STARTED,NOT_RUN,docs/migration-mapping.jsonl:LEGACY-T14-105,NOT_EXECUTED,"The mapping is a migration decision, not proof that data moved.",6cb989c071255437d75953dabb943318a74eb8f4,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
LEGACY-T14-106,automation_sop_batch_item,legacy_automation,ABSENT_AT_HEAD,DEFER,DEFERRED_UNMAPPED,PENDING_TARGET_SCHEMA,UNMAPPED,PENDING_SOURCE_SCHEMA,no active target foreign key is created,"no migration action, external call, job enqueue, provider retry, or runtime activation may be produced from this candidate",0,NOT_STARTED,NOT_RUN,docs/migration-mapping.jsonl:LEGACY-T14-106,NOT_EXECUTED,"The mapping is a migration decision, not proof that data moved.",6cb989c071255437d75953dabb943318a74eb8f4,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
LEGACY-T14-107,automation_sop_pool_config,legacy_automation,ABSENT_AT_HEAD,DEFER,DEFERRED_UNMAPPED,PENDING_TARGET_SCHEMA,UNMAPPED,PENDING_SOURCE_SCHEMA,no active target foreign key is created,"no migration action, external call, job enqueue, provider retry, or runtime activation may be produced from this candidate",0,NOT_STARTED,NOT_RUN,docs/migration-mapping.jsonl:LEGACY-T14-107,NOT_EXECUTED,"The mapping is a migration decision, not proof that data moved.",6cb989c071255437d75953dabb943318a74eb8f4,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
LEGACY-T14-108,automation_sop_progress,legacy_automation,ABSENT_AT_HEAD,DEFER,DEFERRED_UNMAPPED,PENDING_TARGET_SCHEMA,UNMAPPED,PENDING_SOURCE_SCHEMA,no active target foreign key is created,"no migration action, external call, job enqueue, provider retry, or runtime activation may be produced from this candidate",0,NOT_STARTED,NOT_RUN,docs/migration-mapping.jsonl:LEGACY-T14-108,NOT_EXECUTED,"The mapping is a migration decision, not proof that data moved.",6cb989c071255437d75953dabb943318a74eb8f4,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
LEGACY-T14-109,automation_sop_template,automation_engine,HEAD_PHYSICAL,DEFER,DEFERRED_UNMAPPED,PENDING_TARGET_SCHEMA,UNMAPPED,FULL_ONLY,no active target foreign key is created,"no migration action, external call, job enqueue, provider retry, or runtime activation may be produced from this candidate",2,NOT_STARTED,NOT_RUN,docs/migration-mapping.jsonl:LEGACY-T14-109,NOT_EXECUTED,"The mapping is a migration decision, not proof that data moved.",6cb989c071255437d75953dabb943318a74eb8f4,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
LEGACY-T14-110,automation_stage_entry_v2,automation_legacy,ABSENT_AT_HEAD,DEFER,DEFERRED_UNMAPPED,NO_TARGET,UNMAPPED,PENDING_SOURCE_SCHEMA,no active target foreign key is created,"no migration action, external call, job enqueue, provider retry, or runtime activation may be produced from this candidate",0,NOT_STARTED,NOT_RUN,docs/migration-mapping.jsonl:LEGACY-T14-110,NOT_EXECUTED,"The mapping is a migration decision, not proof that data moved.",6cb989c071255437d75953dabb943318a74eb8f4,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
LEGACY-T14-111,automation_task_plan_v2,automation_legacy,ABSENT_AT_HEAD,DEFER,DEFERRED_UNMAPPED,NO_TARGET,UNMAPPED,PENDING_SOURCE_SCHEMA,no active target foreign key is created,"no migration action, external call, job enqueue, provider retry, or runtime activation may be produced from this candidate",0,NOT_STARTED,NOT_RUN,docs/migration-mapping.jsonl:LEGACY-T14-111,NOT_EXECUTED,"The mapping is a migration decision, not proof that data moved.",6cb989c071255437d75953dabb943318a74eb8f4,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
LEGACY-T14-112,automation_touch_delivery_log,automation_engine,HEAD_PHYSICAL,ARCHIVE_ONLY,RETIREMENT_APPROVED,NO_TARGET,UNMAPPED,CREATED_AT_PLUS_KEY,no active target foreign key is created,"no migration action, external call, job enqueue, provider retry, or runtime activation may be produced from this candidate",6,NOT_STARTED,NOT_RUN,docs/migration-mapping.jsonl:LEGACY-T14-112,NOT_EXECUTED,"The mapping is a migration decision, not proof that data moved.",6cb989c071255437d75953dabb943318a74eb8f4,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
LEGACY-T14-113,automation_workflow,automation_legacy,ABSENT_AT_HEAD,DEFER,DEFERRED_UNMAPPED,NO_TARGET,UNMAPPED,PENDING_SOURCE_SCHEMA,no active target foreign key is created,"no migration action, external call, job enqueue, provider retry, or runtime activation may be produced from this candidate",0,NOT_STARTED,NOT_RUN,docs/migration-mapping.jsonl:LEGACY-T14-113,NOT_EXECUTED,"The mapping is a migration decision, not proof that data moved.",6cb989c071255437d75953dabb943318a74eb8f4,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
