mapping_id,partition,legacy_path,legacy_route_name,manifest_methods,manifest_method_bundle,manifest_path,audience,layer,auth_scheme,requires_auth,csrf,access_scope,capability_owner,legacy_external_effects,candidate_v2_method,candidate_v2_path,candidate_v2_operation_id,target_mapping_id,legacy_disposition,signoff,discrepancy_flags,route_disposition,classification_status,source_evidence,classification,classification_reason,domain_owner_or_reassignment,candidate_v2_api_or_semantics,direct_v2_reference_count,feature_matrix_ids,classification_source_evidence,classification_evidence_refs,classification_notes
LEGACY-API-0159,S03,/api/admin/automation-conversion/group-ops/plans,create_group_ops_plan,POST,POST,/api/admin/automation-conversion/group-ops/plans,admin,api,human_session,true,true,global,automation_engine,none,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,UNMAPPED,MIGRATE,APPROVED,NONE,BACKEND_REQUIRED,CLASSIFIED,aicrm_next/automation/automation_engine/group_ops/api.py:296-301,BACKEND_REQUIRED,api_route_requires_backend_capability,automation_engine,V2_NEW_SEMANTICS:automation_engine(contract_required;do_not_infer_operation_id),0,LEGACY-S06-029,aicrm_next/automation/automation_engine/group_ops/api.py:296-301,legacy-route-disposition-ledger.csv:160;aicrm_next/automation/automation_engine/group_ops/api.py:296-301;legacy-routes-6cb989c.json:route_index=158;docs/feature-matrix.csv:96,后端能力路由；candidate 仅在 OpenAPI x-legacy-mapping-ids 或 ledger 明确时填 operationId，否则显式 V2_NEW_SEMANTICS.
LEGACY-API-0160,S03,/api/admin/automation-conversion/group-ops/plans/{plan_id},archive_group_ops_plan,DELETE,DELETE,/api/admin/automation-conversion/group-ops/plans/{plan_id},admin,api,human_session,true,true,global,automation_engine,none,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,UNMAPPED,MIGRATE,APPROVED,NONE,BACKEND_REQUIRED,CLASSIFIED,aicrm_next/automation/automation_engine/group_ops/api.py:336-341,BACKEND_REQUIRED,api_route_requires_backend_capability,automation_engine,V2_NEW_SEMANTICS:automation_engine(contract_required;do_not_infer_operation_id),0,LEGACY-S06-029,aicrm_next/automation/automation_engine/group_ops/api.py:336-341,legacy-route-disposition-ledger.csv:161;aicrm_next/automation/automation_engine/group_ops/api.py:336-341;legacy-routes-6cb989c.json:route_index=159;docs/feature-matrix.csv:96,后端能力路由；candidate 仅在 OpenAPI x-legacy-mapping-ids 或 ledger 明确时填 operationId，否则显式 V2_NEW_SEMANTICS.
LEGACY-API-0161,S03,/api/admin/automation-conversion/group-ops/plans/{plan_id},get_group_ops_plan,GET,GET,/api/admin/automation-conversion/group-ops/plans/{plan_id},admin,api,human_session,true,false,global,automation_engine,none,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,UNMAPPED,MIGRATE,APPROVED,NONE,BACKEND_REQUIRED,CLASSIFIED,aicrm_next/automation/automation_engine/group_ops/api.py:304-309,BACKEND_REQUIRED,api_route_requires_backend_capability,automation_engine,V2_NEW_SEMANTICS:automation_engine(contract_required;do_not_infer_operation_id),0,LEGACY-S06-030,aicrm_next/automation/automation_engine/group_ops/api.py:304-309,legacy-route-disposition-ledger.csv:162;aicrm_next/automation/automation_engine/group_ops/api.py:304-309;legacy-routes-6cb989c.json:route_index=160;docs/feature-matrix.csv:97,后端能力路由；candidate 仅在 OpenAPI x-legacy-mapping-ids 或 ledger 明确时填 operationId，否则显式 V2_NEW_SEMANTICS.
LEGACY-API-0162,S03,/api/admin/automation-conversion/group-ops/plans/{plan_id},update_group_ops_plan,PUT,PUT,/api/admin/automation-conversion/group-ops/plans/{plan_id},admin,api,human_session,true,true,global,automation_engine,none,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,UNMAPPED,MIGRATE,APPROVED,NONE,BACKEND_REQUIRED,CLASSIFIED,aicrm_next/automation/automation_engine/group_ops/api.py:312-317,BACKEND_REQUIRED,api_route_requires_backend_capability,automation_engine,V2_NEW_SEMANTICS:automation_engine(contract_required;do_not_infer_operation_id),0,LEGACY-S06-030,aicrm_next/automation/automation_engine/group_ops/api.py:312-317,legacy-route-disposition-ledger.csv:163;aicrm_next/automation/automation_engine/group_ops/api.py:312-317;legacy-routes-6cb989c.json:route_index=161;docs/feature-matrix.csv:97,后端能力路由；candidate 仅在 OpenAPI x-legacy-mapping-ids 或 ledger 明确时填 operationId，否则显式 V2_NEW_SEMANTICS.
LEGACY-API-0163,S03,/api/admin/automation-conversion/group-ops/plans/{plan_id}/disable,disable_group_ops_plan,POST,POST,/api/admin/automation-conversion/group-ops/plans/{plan_id}/disable,admin,api,human_session,true,true,global,automation_engine,none,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,UNMAPPED,MIGRATE,APPROVED,NONE,BACKEND_REQUIRED,CLASSIFIED,aicrm_next/automation/automation_engine/group_ops/api.py:328-333,BACKEND_REQUIRED,api_route_requires_backend_capability,automation_engine,V2_NEW_SEMANTICS:automation_engine(contract_required;do_not_infer_operation_id),0,LEGACY-S06-029,aicrm_next/automation/automation_engine/group_ops/api.py:328-333,legacy-route-disposition-ledger.csv:164;aicrm_next/automation/automation_engine/group_ops/api.py:328-333;legacy-routes-6cb989c.json:route_index=162;docs/feature-matrix.csv:96,后端能力路由；candidate 仅在 OpenAPI x-legacy-mapping-ids 或 ledger 明确时填 operationId，否则显式 V2_NEW_SEMANTICS.
LEGACY-API-0164,S03,/api/admin/automation-conversion/group-ops/plans/{plan_id}/enable,enable_group_ops_plan,POST,POST,/api/admin/automation-conversion/group-ops/plans/{plan_id}/enable,admin,api,human_session,true,true,global,automation_engine,none,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,UNMAPPED,MIGRATE,APPROVED,NONE,BACKEND_REQUIRED,CLASSIFIED,aicrm_next/automation/automation_engine/group_ops/api.py:320-325,BACKEND_REQUIRED,api_route_requires_backend_capability,automation_engine,V2_NEW_SEMANTICS:automation_engine(contract_required;do_not_infer_operation_id),0,LEGACY-S06-029,aicrm_next/automation/automation_engine/group_ops/api.py:320-325,legacy-route-disposition-ledger.csv:165;aicrm_next/automation/automation_engine/group_ops/api.py:320-325;legacy-routes-6cb989c.json:route_index=163;docs/feature-matrix.csv:96,后端能力路由；candidate 仅在 OpenAPI x-legacy-mapping-ids 或 ledger 明确时填 operationId，否则显式 V2_NEW_SEMANTICS.
LEGACY-API-0165,S03,/api/admin/automation-conversion/group-ops/plans/{plan_id}/executions,list_group_ops_executions,GET,GET,/api/admin/automation-conversion/group-ops/plans/{plan_id}/executions,admin,api,human_session,true,false,global,automation_engine,none,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,UNMAPPED,DEFERRED_POST_LAUNCH,APPROVED,NONE,BACKEND_REQUIRED,CLASSIFIED,aicrm_next/automation/automation_engine/group_ops/api.py:594-635,BACKEND_REQUIRED,api_route_requires_backend_capability,automation_engine,V2_NEW_SEMANTICS:automation_engine(contract_required;do_not_infer_operation_id),0,NONE,aicrm_next/automation/automation_engine/group_ops/api.py:594-635,legacy-route-disposition-ledger.csv:166;aicrm_next/automation/automation_engine/group_ops/api.py:594-635;legacy-routes-6cb989c.json:route_index=164,后端能力路由；candidate 仅在 OpenAPI x-legacy-mapping-ids 或 ledger 明确时填 operationId，否则显式 V2_NEW_SEMANTICS.
LEGACY-API-0166,S03,/api/admin/automation-conversion/group-ops/plans/{plan_id}/groups,list_group_ops_plan_groups,GET,GET,/api/admin/automation-conversion/group-ops/plans/{plan_id}/groups,admin,api,human_session,true,false,global,automation_engine,none,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,UNMAPPED,MIGRATE,APPROVED,NONE,BACKEND_REQUIRED,CLASSIFIED,aicrm_next/automation/automation_engine/group_ops/api.py:344-349,BACKEND_REQUIRED,api_route_requires_backend_capability,automation_engine,V2_NEW_SEMANTICS:automation_engine(contract_required;do_not_infer_operation_id),0,LEGACY-S06-031,aicrm_next/automation/automation_engine/group_ops/api.py:344-349,legacy-route-disposition-ledger.csv:167;aicrm_next/automation/automation_engine/group_ops/api.py:344-349;legacy-routes-6cb989c.json:route_index=165;docs/feature-matrix.csv:98,后端能力路由；candidate 仅在 OpenAPI x-legacy-mapping-ids 或 ledger 明确时填 operationId，否则显式 V2_NEW_SEMANTICS.
LEGACY-API-0167,S03,/api/admin/automation-conversion/group-ops/plans/{plan_id}/groups,add_group_ops_plan_group,POST,POST,/api/admin/automation-conversion/group-ops/plans/{plan_id}/groups,admin,api,human_session,true,true,global,automation_engine,none,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,UNMAPPED,MIGRATE,APPROVED,NONE,BACKEND_REQUIRED,CLASSIFIED,aicrm_next/automation/automation_engine/group_ops/api.py:352-357,BACKEND_REQUIRED,api_route_requires_backend_capability,automation_engine,V2_NEW_SEMANTICS:automation_engine(contract_required;do_not_infer_operation_id),0,LEGACY-S06-031,aicrm_next/automation/automation_engine/group_ops/api.py:352-357,legacy-route-disposition-ledger.csv:168;aicrm_next/automation/automation_engine/group_ops/api.py:352-357;legacy-routes-6cb989c.json:route_index=166;docs/feature-matrix.csv:98,后端能力路由；candidate 仅在 OpenAPI x-legacy-mapping-ids 或 ledger 明确时填 operationId，否则显式 V2_NEW_SEMANTICS.
LEGACY-API-0168,S03,/api/admin/automation-conversion/group-ops/plans/{plan_id}/groups/{chat_id},remove_group_ops_plan_group,DELETE,DELETE,/api/admin/automation-conversion/group-ops/plans/{plan_id}/groups/{chat_id},admin,api,human_session,true,true,global,automation_engine,none,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,UNMAPPED,MIGRATE,APPROVED,NONE,BACKEND_REQUIRED,CLASSIFIED,aicrm_next/automation/automation_engine/group_ops/api.py:360-365,BACKEND_REQUIRED,api_route_requires_backend_capability,automation_engine,V2_NEW_SEMANTICS:automation_engine(contract_required;do_not_infer_operation_id),0,LEGACY-S06-031,aicrm_next/automation/automation_engine/group_ops/api.py:360-365,legacy-route-disposition-ledger.csv:169;aicrm_next/automation/automation_engine/group_ops/api.py:360-365;legacy-routes-6cb989c.json:route_index=167;docs/feature-matrix.csv:98,后端能力路由；candidate 仅在 OpenAPI x-legacy-mapping-ids 或 ledger 明确时填 operationId，否则显式 V2_NEW_SEMANTICS.
LEGACY-API-0169,S03,/api/admin/automation-conversion/group-ops/plans/{plan_id}/members,list_group_ops_members,GET,GET,/api/admin/automation-conversion/group-ops/plans/{plan_id}/members,admin,api,human_session,true,false,global,automation_engine,none,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,UNMAPPED,DEFERRED_POST_LAUNCH,APPROVED,NONE,BACKEND_REQUIRED,CLASSIFIED,aicrm_next/automation/automation_engine/group_ops/api.py:481-511,BACKEND_REQUIRED,api_route_requires_backend_capability,automation_engine,V2_NEW_SEMANTICS:automation_engine(contract_required;do_not_infer_operation_id),0,NONE,aicrm_next/automation/automation_engine/group_ops/api.py:481-511,legacy-route-disposition-ledger.csv:170;aicrm_next/automation/automation_engine/group_ops/api.py:481-511;legacy-routes-6cb989c.json:route_index=168,后端能力路由；candidate 仅在 OpenAPI x-legacy-mapping-ids 或 ledger 明确时填 operationId，否则显式 V2_NEW_SEMANTICS.
LEGACY-API-0170,S03,/api/admin/automation-conversion/group-ops/plans/{plan_id}/members/import,import_group_ops_members,POST,POST,/api/admin/automation-conversion/group-ops/plans/{plan_id}/members/import,admin,api,human_session,true,true,global,automation_engine,none,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,UNMAPPED,DEFERRED_POST_LAUNCH,APPROVED,NONE,BACKEND_REQUIRED,CLASSIFIED,aicrm_next/automation/automation_engine/group_ops/api.py:514-519,BACKEND_REQUIRED,api_route_requires_backend_capability,automation_engine,V2_NEW_SEMANTICS:automation_engine(contract_required;do_not_infer_operation_id),0,NONE,aicrm_next/automation/automation_engine/group_ops/api.py:514-519,legacy-route-disposition-ledger.csv:171;aicrm_next/automation/automation_engine/group_ops/api.py:514-519;legacy-routes-6cb989c.json:route_index=169,后端能力路由；candidate 仅在 OpenAPI x-legacy-mapping-ids 或 ledger 明确时填 operationId，否则显式 V2_NEW_SEMANTICS.
LEGACY-API-0171,S03,/api/admin/automation-conversion/group-ops/plans/{plan_id}/members/refresh-from-groups,refresh_group_ops_members_from_groups,POST,POST,/api/admin/automation-conversion/group-ops/plans/{plan_id}/members/refresh-from-groups,admin,api,human_session,true,true,global,automation_engine,none,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,UNMAPPED,DEFERRED_POST_LAUNCH,APPROVED,NONE,BACKEND_REQUIRED,CLASSIFIED,aicrm_next/automation/automation_engine/group_ops/api.py:522-527,BACKEND_REQUIRED,api_route_requires_backend_capability,automation_engine,V2_NEW_SEMANTICS:automation_engine(contract_required;do_not_infer_operation_id),0,NONE,aicrm_next/automation/automation_engine/group_ops/api.py:522-527,legacy-route-disposition-ledger.csv:172;aicrm_next/automation/automation_engine/group_ops/api.py:522-527;legacy-routes-6cb989c.json:route_index=170,后端能力路由；candidate 仅在 OpenAPI x-legacy-mapping-ids 或 ledger 明确时填 operationId，否则显式 V2_NEW_SEMANTICS.
LEGACY-API-0172,S03,/api/admin/automation-conversion/group-ops/plans/{plan_id}/nodes,list_group_ops_nodes,GET,GET,/api/admin/automation-conversion/group-ops/plans/{plan_id}/nodes,admin,api,human_session,true,false,global,automation_engine,none,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,UNMAPPED,MIGRATE,APPROVED,NONE,BACKEND_REQUIRED,CLASSIFIED,aicrm_next/automation/automation_engine/group_ops/api.py:368-373,BACKEND_REQUIRED,api_route_requires_backend_capability,automation_engine,V2_NEW_SEMANTICS:automation_engine(contract_required;do_not_infer_operation_id),0,LEGACY-S06-033,aicrm_next/automation/automation_engine/group_ops/api.py:368-373,legacy-route-disposition-ledger.csv:173;aicrm_next/automation/automation_engine/group_ops/api.py:368-373;legacy-routes-6cb989c.json:route_index=171;docs/feature-matrix.csv:100,后端能力路由；candidate 仅在 OpenAPI x-legacy-mapping-ids 或 ledger 明确时填 operationId，否则显式 V2_NEW_SEMANTICS.
LEGACY-API-0173,S03,/api/admin/automation-conversion/group-ops/plans/{plan_id}/nodes,create_group_ops_node,POST,POST,/api/admin/automation-conversion/group-ops/plans/{plan_id}/nodes,admin,api,human_session,true,true,global,automation_engine,none,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,UNMAPPED,MIGRATE,APPROVED,NONE,BACKEND_REQUIRED,CLASSIFIED,aicrm_next/automation/automation_engine/group_ops/api.py:376-381,BACKEND_REQUIRED,api_route_requires_backend_capability,automation_engine,V2_NEW_SEMANTICS:automation_engine(contract_required;do_not_infer_operation_id),0,LEGACY-S06-033,aicrm_next/automation/automation_engine/group_ops/api.py:376-381,legacy-route-disposition-ledger.csv:174;aicrm_next/automation/automation_engine/group_ops/api.py:376-381;legacy-routes-6cb989c.json:route_index=172;docs/feature-matrix.csv:100,后端能力路由；candidate 仅在 OpenAPI x-legacy-mapping-ids 或 ledger 明确时填 operationId，否则显式 V2_NEW_SEMANTICS.
LEGACY-API-0174,S03,/api/admin/automation-conversion/group-ops/plans/{plan_id}/nodes/{node_id},delete_group_ops_node,DELETE,DELETE,/api/admin/automation-conversion/group-ops/plans/{plan_id}/nodes/{node_id},admin,api,human_session,true,true,global,automation_engine,none,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,UNMAPPED,MIGRATE,APPROVED,NONE,BACKEND_REQUIRED,CLASSIFIED,aicrm_next/automation/automation_engine/group_ops/api.py:392-397,BACKEND_REQUIRED,api_route_requires_backend_capability,automation_engine,V2_NEW_SEMANTICS:automation_engine(contract_required;do_not_infer_operation_id),0,LEGACY-S06-033,aicrm_next/automation/automation_engine/group_ops/api.py:392-397,legacy-route-disposition-ledger.csv:175;aicrm_next/automation/automation_engine/group_ops/api.py:392-397;legacy-routes-6cb989c.json:route_index=173;docs/feature-matrix.csv:100,后端能力路由；candidate 仅在 OpenAPI x-legacy-mapping-ids 或 ledger 明确时填 operationId，否则显式 V2_NEW_SEMANTICS.
LEGACY-API-0175,S03,/api/admin/automation-conversion/group-ops/plans/{plan_id}/nodes/{node_id},update_group_ops_node,PUT,PUT,/api/admin/automation-conversion/group-ops/plans/{plan_id}/nodes/{node_id},admin,api,human_session,true,true,global,automation_engine,none,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,UNMAPPED,MIGRATE,APPROVED,NONE,BACKEND_REQUIRED,CLASSIFIED,aicrm_next/automation/automation_engine/group_ops/api.py:384-389,BACKEND_REQUIRED,api_route_requires_backend_capability,automation_engine,V2_NEW_SEMANTICS:automation_engine(contract_required;do_not_infer_operation_id),0,LEGACY-S06-033,aicrm_next/automation/automation_engine/group_ops/api.py:384-389,legacy-route-disposition-ledger.csv:176;aicrm_next/automation/automation_engine/group_ops/api.py:384-389;legacy-routes-6cb989c.json:route_index=174;docs/feature-matrix.csv:100,后端能力路由；candidate 仅在 OpenAPI x-legacy-mapping-ids 或 ledger 明确时填 operationId，否则显式 V2_NEW_SEMANTICS.
LEGACY-API-0176,S03,/api/admin/automation-conversion/group-ops/plans/{plan_id}/run-due,run_group_ops_plan_due,POST,POST,/api/admin/automation-conversion/group-ops/plans/{plan_id}/run-due,admin,api,human_session,true,true,global,automation_engine,none,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,UNMAPPED,MIGRATE,APPROVED,S03-D05_QUEUE_ACCEPTANCE_NOT_PROVIDER_ACCEPTANCE_OR_DELIVERY|S03-D07_MANIFEST_NONE_VS_QUEUED_EFFECT_GRAPH,BACKEND_REQUIRED,CLASSIFIED,aicrm_next/automation/automation_engine/group_ops/api.py:463-470,BACKEND_REQUIRED,api_route_requires_backend_capability,automation_engine,V2_NEW_SEMANTICS:automation_engine(contract_required;do_not_infer_operation_id),0,LEGACY-S06-035,aicrm_next/automation/automation_engine/group_ops/api.py:463-470,legacy-route-disposition-ledger.csv:177;aicrm_next/automation/automation_engine/group_ops/api.py:463-470;legacy-routes-6cb989c.json:route_index=175;docs/feature-matrix.csv:102,后端能力路由；candidate 仅在 OpenAPI x-legacy-mapping-ids 或 ledger 明确时填 operationId，否则显式 V2_NEW_SEMANTICS.
LEGACY-API-0177,S03,/api/admin/automation-conversion/group-ops/plans/{plan_id}/run-due/preview,preview_group_ops_plan_run_due,POST,POST,/api/admin/automation-conversion/group-ops/plans/{plan_id}/run-due/preview,admin,api,human_session,true,true,global,automation_engine,none,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,UNMAPPED,MIGRATE,APPROVED,NONE,BACKEND_REQUIRED,CLASSIFIED,aicrm_next/automation/automation_engine/group_ops/api.py:455-460,BACKEND_REQUIRED,api_route_requires_backend_capability,automation_engine,V2_NEW_SEMANTICS:automation_engine(contract_required;do_not_infer_operation_id),0,LEGACY-S06-035,aicrm_next/automation/automation_engine/group_ops/api.py:455-460,legacy-route-disposition-ledger.csv:178;aicrm_next/automation/automation_engine/group_ops/api.py:455-460;legacy-routes-6cb989c.json:route_index=176;docs/feature-matrix.csv:102,后端能力路由；candidate 仅在 OpenAPI x-legacy-mapping-ids 或 ledger 明确时填 operationId，否则显式 V2_NEW_SEMANTICS.
LEGACY-API-0178,S03,/api/admin/automation-conversion/group-ops/plans/{plan_id}/segmentation,save_group_ops_segmentation,PUT,PUT,/api/admin/automation-conversion/group-ops/plans/{plan_id}/segmentation,admin,api,human_session,true,true,global,automation_engine,none,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,UNMAPPED,DEFERRED_POST_LAUNCH,APPROVED,NONE,BACKEND_REQUIRED,CLASSIFIED,aicrm_next/automation/automation_engine/group_ops/api.py:578-583,BACKEND_REQUIRED,api_route_requires_backend_capability,automation_engine,V2_NEW_SEMANTICS:automation_engine(contract_required;do_not_infer_operation_id),0,NONE,aicrm_next/automation/automation_engine/group_ops/api.py:578-583,legacy-route-disposition-ledger.csv:179;aicrm_next/automation/automation_engine/group_ops/api.py:578-583;legacy-routes-6cb989c.json:route_index=177,后端能力路由；candidate 仅在 OpenAPI x-legacy-mapping-ids 或 ledger 明确时填 operationId，否则显式 V2_NEW_SEMANTICS.
LEGACY-API-0179,S03,/api/admin/automation-conversion/group-ops/plans/{plan_id}/segmentation/preview,preview_group_ops_segmentation,POST,POST,/api/admin/automation-conversion/group-ops/plans/{plan_id}/segmentation/preview,admin,api,human_session,true,true,global,automation_engine,none,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,UNMAPPED,DEFERRED_POST_LAUNCH,APPROVED,NONE,BACKEND_REQUIRED,CLASSIFIED,aicrm_next/automation/automation_engine/group_ops/api.py:586-591,BACKEND_REQUIRED,api_route_requires_backend_capability,automation_engine,V2_NEW_SEMANTICS:automation_engine(contract_required;do_not_infer_operation_id),0,NONE,aicrm_next/automation/automation_engine/group_ops/api.py:586-591,legacy-route-disposition-ledger.csv:180;aicrm_next/automation/automation_engine/group_ops/api.py:586-591;legacy-routes-6cb989c.json:route_index=178,后端能力路由；candidate 仅在 OpenAPI x-legacy-mapping-ids 或 ledger 明确时填 operationId，否则显式 V2_NEW_SEMANTICS.
LEGACY-API-0180,S03,/api/admin/automation-conversion/group-ops/plans/{plan_id}/webhook,get_group_ops_webhook_config,GET,GET,/api/admin/automation-conversion/group-ops/plans/{plan_id}/webhook,admin,webhook,human_session,true,false,global,automation_engine,none,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,UNMAPPED,MIGRATE,APPROVED,NONE,BACKEND_REQUIRED,CLASSIFIED,aicrm_next/automation/automation_engine/group_ops/api.py:473-478,BACKEND_REQUIRED,admin_webhook_surface_is_backend_capability,automation_engine,V2_NEW_SEMANTICS:automation_engine(contract_required;do_not_infer_operation_id),0,LEGACY-S06-034,aicrm_next/automation/automation_engine/group_ops/api.py:473-478,legacy-route-disposition-ledger.csv:181;aicrm_next/automation/automation_engine/group_ops/api.py:473-478;legacy-routes-6cb989c.json:route_index=179;docs/feature-matrix.csv:101,后端能力路由；candidate 仅在 OpenAPI x-legacy-mapping-ids 或 ledger 明确时填 operationId，否则显式 V2_NEW_SEMANTICS.
LEGACY-API-0181,S02,/api/admin/broadcast-jobs,api_admin_broadcast_jobs,GET,GET,/api/admin/broadcast-jobs,admin,api,human_session,true,false,global,admin_jobs,none,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,UNMAPPED,MIGRATE,APPROVED,NONE,BACKEND_REQUIRED,CLASSIFIED,aicrm_next/platform/admin_jobs/routes.py:154-167,BACKEND_REQUIRED,api_route_requires_backend_capability,admin_jobs,listAdminOpsBroadcastJobs [GET /api/admin/broadcast-jobs],1,NONE,aicrm_next/platform/admin_jobs/routes.py:154-167,legacy-route-disposition-ledger.csv:182;aicrm_next/platform/admin_jobs/routes.py:154-167;legacy-routes-6cb989c.json:route_index=180;api/openapi.yaml:8862,后端能力路由；candidate 仅在 OpenAPI x-legacy-mapping-ids 或 ledger 明确时填 operationId，否则显式 V2_NEW_SEMANTICS.
LEGACY-API-0182,S02,/api/admin/broadcast-jobs/feishu-hourly-report/run,api_admin_broadcast_jobs_feishu_hourly_report_run,POST,POST,/api/admin/broadcast-jobs/feishu-hourly-report/run,admin,api,human_or_service,true,true,global,admin_jobs,none,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,UNMAPPED,MIGRATE,APPROVED,S02-D02_FEISHU_EXTERNAL_EFFECT_DISCREPANCY,BACKEND_REQUIRED,CLASSIFIED,aicrm_next/platform/admin_jobs/routes.py:216-223,BACKEND_REQUIRED,api_route_requires_backend_capability,admin_jobs,runAdminOpsFeishuHourlyReportPlan [POST /api/admin/broadcast-jobs/feishu-hourly-report/run],1,LEGACY-S05-064,aicrm_next/platform/admin_jobs/routes.py:216-223,legacy-route-disposition-ledger.csv:183;aicrm_next/platform/admin_jobs/routes.py:216-223;legacy-routes-6cb989c.json:route_index=181;api/openapi.yaml:8883;docs/feature-matrix.csv:65,后端能力路由；candidate 仅在 OpenAPI x-legacy-mapping-ids 或 ledger 明确时填 operationId，否则显式 V2_NEW_SEMANTICS.
LEGACY-API-0183,S02,/api/admin/broadcast-jobs/notification-settings/feishu,api_admin_broadcast_jobs_feishu_notification_settings,GET,GET,/api/admin/broadcast-jobs/notification-settings/feishu,admin,api,human_or_service,true,false,global,admin_jobs,none,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,UNMAPPED,MIGRATE,APPROVED,NONE,BACKEND_REQUIRED,CLASSIFIED,aicrm_next/platform/admin_jobs/routes.py:174-177,BACKEND_REQUIRED,api_route_requires_backend_capability,admin_jobs,getAdminOpsFeishuNotificationSetting [GET /api/admin/broadcast-jobs/notification-settings/feishu],1,NONE,aicrm_next/platform/admin_jobs/routes.py:174-177,legacy-route-disposition-ledger.csv:184;aicrm_next/platform/admin_jobs/routes.py:174-177;legacy-routes-6cb989c.json:route_index=182;api/openapi.yaml:8908,后端能力路由；candidate 仅在 OpenAPI x-legacy-mapping-ids 或 ledger 明确时填 operationId，否则显式 V2_NEW_SEMANTICS.
LEGACY-API-0184,S02,/api/admin/broadcast-jobs/notification-settings/feishu,api_admin_broadcast_jobs_save_feishu_notification_settings,PUT,PUT,/api/admin/broadcast-jobs/notification-settings/feishu,admin,api,human_or_service,true,true,global,admin_jobs,none,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,UNMAPPED,DEFERRED_POST_LAUNCH,APPROVED,NONE,BACKEND_REQUIRED,CLASSIFIED,aicrm_next/platform/admin_jobs/routes.py:180-196,BACKEND_REQUIRED,api_route_requires_backend_capability,admin_jobs,saveAdminOpsFeishuNotificationSetting [PUT /api/admin/broadcast-jobs/notification-settings/feishu],1,NONE,aicrm_next/platform/admin_jobs/routes.py:180-196,legacy-route-disposition-ledger.csv:185;aicrm_next/platform/admin_jobs/routes.py:180-196;legacy-routes-6cb989c.json:route_index=183;api/openapi.yaml:8927,后端能力路由；candidate 仅在 OpenAPI x-legacy-mapping-ids 或 ledger 明确时填 operationId，否则显式 V2_NEW_SEMANTICS.
